naId,type,score,contributor,scopeAndContentNote,records_type,title,parent_series_title,start_date,end_date,creator,thumbnail,record_group,archive,tags
539493,description,0.006618887,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Chief Steward Matsumoto of Block 7-H at the Granada Relocation Center dons some red pajamas and a Santa Claus mask to make Christmas real for the children whose barracks room homes have no Christmas trees. They are the children of persons of Japanese ancestry evacuated from the west coast. The gifts, provided by Churches througout the United States for the children of the ten relocation centers, are distributed on Christmas Eve.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539493/opa-renditions/thumbnails/21-2881M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539409,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Little Peggy and Bobby Miyake won't have a Christmas tree in their barracks room home at the Granada Relocation Center. There just weren't any trees. But Christmas is still Santa Claus to them, as mother unwraps early gifts, among them, a picture of their father, Bill Miyaki, who is a soldier in the Army of the United States. The family was evacuated from the west coast along with all other persons of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539409/opa-renditions/thumbnails/21-2805M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539411,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Chief Steward Matsumoto of Block 7-H at the Granada Relocation Center dons some red pajamas and a Santa Claus mask to make Christmas real for the children whose barracks room homes have no Christmas trees. they are the children of persons of Japanese ancestry evacuated from the west coast. The gifts, provided by churches throughout the United States for the children of the ten relocation centers, are distributed on Christmas Eve.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539411/opa-renditions/thumbnails/21-2807M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539412,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Chief Steward Matsumoto of Block 7-H at the Granada Relocation Center dons some red pajamas and a Santa Claus mask to make Christmas real for the children whose barracks room homes have no Christmas trees. they are the children of persons of Japanese ancestry evacuated from the west coast. The gifts, provided by churches throughout the United States for the children of the ten relocation centers, are distributed on Christmas Eve.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539412/opa-renditions/thumbnails/21-2808M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539413,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Sachiko Matsumoto, five-year-old daughter of the steward in block 7-H at the Granada Relocation Center, symbolizes the spirit of Christmas 1943 for persons of Japanese ancestry evacuated from west coast areas and now residing in relocation centers. There were no Christmas trees in the barracks room homes, but each mess hall had a tree and under it were gifts for the children, many of them sent to the centers by Church groups throughout the country.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539413/opa-renditions/thumbnails/21-2809M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539306,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Jerome Relocation Center, Denson, Arkansas. At the Jerome Relocation Center, where some 8,000 west coast residents of Japanese ancestry now reside, Mr. K. Oyama, former California cosmetics manufacturer, set up a soap factory in a corner of a school block laundry, rendering the waste meat fats from the center kitchens. This factory has produced some 7,000 pounds of soap for center use. Left to right: Mr. I. Telashita, Mrs. K. Oyama, Mrs. M. Nishikawa, and Mr. K. Oyama.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539306/opa-renditions/thumbnails/21-2703M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539260,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. In the ceramics plant at the Heart Mountain Center, a careful analysis of clay from the surrounding hills is being made to determine the best material for use in the Ceramics Plant, where dishes for this and other relocation centers will be made. Chemical analysis of the clay is being made by Clem George Oyama. Clem was formerly a chemist in his father's cosmetics plant in Los Angeles, California.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539260/opa-renditions/thumbnails/21-2657M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539218,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. In the press room of the Cody Enterprise, Bill Hosokawa, Editor of the Sentinel, Heart Mountain Relocation newspaper, pulls a galley proof. Aside from being editor of the paper, Bill, on press night, sets type, prepares makeup, locks forms, and performs all the tasks pertinent to putting his paper to press. Leave regulations do not permit more than one member of the newspaper staff to leave the center and assist in putting the paper to bed.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539218/opa-renditions/thumbnails/21-2615M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539171,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. A member of the staff of the Sentinel, Heart Mountain Relocation Center newspaper, wraps labels and addresses Sentinels for outside mailing. The Sentinel, coherent voice of center residents, relocated persons of Japanese ancestry, has a wide circulation outside the center. Its editor, Bill Hosokawa, is a Washington U. graduate, a former west coast newspaper man, foreign correspondent for the Singapore Times and Far East Review, and editor of the Singapore Herald.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539171/opa-renditions/thumbnails/21-2568M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539178,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. Out of small bits of scrap lumber and wall board, M. Imafuji has created, in his barracks home, and atmosphere of oriental charm. The low table, standing lantern, the screen and the scroll serve a double purpose of carrying out a theme remembered from childhood days in the orient. M. Imafuji, though he likes his oriental decorations, is a member of the American Legion and served with the A.E.F.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539178/opa-renditions/thumbnails/21-2575M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539057,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. A hotly contested basket ball game between the Granada city business men's team and a team recruited from the staff of the center newspaper. The final score, Granada 33, Amache 31. Said the Granada newspaper, ""The game last night between the Granada business man's group and the Pioneers of the Amache Relocation Center was a huge success. It was a stiff contest and we are looking forward to a repetition in the near future.""
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539057/opa-renditions/thumbnails/21-2454M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539058,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. A hotly contested basket ball game between the Granada city business men's team and a team recruited from the staff of the center newspaper. The final score, Granada 33, Amache 31. Said the Granada newspaper, ""The game last night between the Granada business man's group and the Pioneers of the Amache Relocation Center was a huge success. It was a stiff contest and we are looking forward to a repetition in the near future.""
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539058/opa-renditions/thumbnails/21-2455M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539059,description,0.006618887,"Parker, Tom","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. A hotly contested basket ball game between the Granada city business men's team and a team recruited from the staff of the center newspaper. The final score, Granada 33, Amache 31. Said the Granada newspaper, ""The game last night between the Granada business man's group and the Pioneers of the Amache Relocation Center was a huge success. It was a stiff contest and we are looking forward to a repetition in the near future.""
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539059/opa-renditions/thumbnails/21-2456M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
536957,description,0.006618887,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Tule Lake Relocation Center, Newell, California. Mixed emotions are displayed by this group of friends and well wishers, who gathered to wish Godspeed to a group of eleven evcauees, who are leaving the center. Of this group, four were transfers to the Central Utah Project, and the other seven were students and workers going out on indefinite leave. This photo shows that not all people of Japanese ancestry are stoical. Note the girl on the left crying.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/536957/opa-renditions/thumbnails/20-2407M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539533,description,0.006614449,NA,"The full caption for this photograph reads: Minidoka Relocation Center, Hunt, Idaho. Looking down the rows of barracks westward from block 44. At extreme left is a corner of the dining hall where the 275 to 300 residents of the block eat. At center background is the sanitation building including showers, lavatories, toilets and washtubs. Nearly all the residents planted flowers and vegetable gardens in front of their barracks.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539533/opa-renditions/thumbnails/20-1451M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539927,description,0.0066085327,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Granite monument erected in memory of the center residents who died in the War Relocation Camp at Amache, Colorado, was dedicated on Sept. 6, 1945, in an outdoor ceremony at the cemetery. The monument was designed by Reverend Masahiko Wada. Names of 148 persons, including 31 Nisei who died in the service of their country, are inscribed on the stone. A total of nearly 15,000 evacuees were inducted into the Granada Project, Amache, Colorado, since August 27, 1942, when the first group arrived from the Merced Assembly Center to prepare the camp for those to follow. The Relocation Center, as its name implies, was a temporary residence for those of Japanese ancestry who were transferred from their homes along the west coast under a war emergency measure of 1942. Many of the evacuees during the past three years were able to resettle and find new homes in the Middle West and eastern states. From September 1, 1945, to the closing date of October 15, 3,105 persons have gone back to their former homes or have relocated elsewhere. The last to leave the center, a group of 126, left on two special coaches for Sacramento and nearby towns. At the peak of its population, Amache had 7,567 residents. 412 births were recorded and 107 deaths during the three years of its existence.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539927/opa-renditions/thumbnails/22-0214M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539928,description,0.0066085327,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. Granite monument erected in memory of the center residents who died in the War Relocation Camp at Amache, Colorado, was dedicated on Sept. 6, 1945, in an outdoor ceremony at the cemetery. The monument was designed by Reverend Masahiko Wada. Names of 148 persons, including 31 Nisei who died in the service of their country, are inscribed on the stone. A total of nearly 15,000 evacuees were inducted into the Granada Project, Amache, Colorado, since August 27, 1942, when the first group arrived from the Merced Assembly Center to prepare the camp for those to follow. The Relocation Center, as its name implies, was a temporary residence for those of Japanese ancestry who were transferred from their homes along the west coast under a war emergency measure of 1942. Many of the evacuees during the past three years were able to resettle and find new homes in the Middle West and eastern states. From September 1, 1945, to the closing date of October 15, 3,105 persons have gone back to their former homes or have relocated elsewhere. The last to leave the center, a group of 126, left on two special coaches for Sacramento and nearby towns. At the peak of its population, Amache had 7,567 residents. 412 births were recorded and 107 deaths during the three years of its existence.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539928/opa-renditions/thumbnails/22-0215M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539895,description,0.0065496624,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Colorado Relocation Center, Poston, Arizona. In the warm station, everyone stands in line again to claim his train ticket. After the final plans have been made, boxes packed, and grants picked up, the residents of Poston are at last ready to leave the center. Now that so many of their friends have gone out before them, it is with a feeling anticipation rather than one of sorrow that the evacuees prepare to leave the place which for three years has been home to them.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539895/opa-renditions/thumbnails/22-0182M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539896,description,0.0065496624,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Colorado River Relocation Center, Poston, Arizona. There will be no more need for these army cots in the barracks at Poston. Much of this type of government property is already being shipped for use in the hostels and Federal housing projects on the west coast. Units II and III of the Colorado River Relocation Center, Poston, Arizona, meet their scheduled closings ahead of deadline. These two camps, which at one time had a combined population of more than 8,500 Japanese Americans, are now completely deserted.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539896/opa-renditions/thumbnails/22-0183M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539899,description,0.0065496624,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Colorado River Relocation Center, Poston, Arizona. A relocatee receiving a ration book prior to boarding the west bound train. After the final plans have been made, boxes packed, and grants picked up, the residents of Poston are at last ready to leave the center. Now that so many of their friends have gone out before them, it is with a feeling of anticipation rather than one of sorrow that the evacuees prepare to leave the place which for three years has been home to them.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539899/opa-renditions/thumbnails/22-0186M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539682,description,0.0065496624,"Mace, Charles E., photographer","The full caption for this photograph reads: Closing of the Jerome Relocation Center, Denson, Arkansas. Evacuees were supplied with cots, blankets, a stove, as broom and a light bulb when they arrived at the various centers, consequently most of the ""furniture"" had to be homemade from scraps from the lumber pile. The hundreds of trucks enroute to the Rohwer Center were piled high with articles of this type. The conspicuous exceptions were a few cherished possessions, such as the standard dining room table and ""brass bed"" probably shipped from some resident's former home on the west coast.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539682/opa-renditions/thumbnails/21-3056M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539632,description,0.0065496624,"Mace, Charles E., photographer","The full caption for this photograph reads: Closing of the Jerome Relocation Center, Denson, Arkansas. Three young ladies of the Jerome Relocation Center exchange addresses before leaving to take up their residence in other centers. The closing of the Jerome Center separated many close friends. The girls are ""camping out"" after their belongings were shipped. All that remains in the room are the folding cot, mattresss and stove supplied by the Government. Left to right, they are: Setsu Kishini; Tsuneko Mayeda (looking at her high school annual) and Mitzi Matsunaga.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539632/opa-renditions/thumbnails/21-3006M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539633,description,0.0065496624,"Mace, Charles E., photographer","The full caption for this photograph reads: Closing of the Jerome Relocation Center, Denson, Arkansas. Moving day at the Jerome Center. A typical scene in one of the center's streets as trucks arrive to load up the residents belongings for shipment to another center. The loading of both freight and the moving of residents was done with such speed and efficiency that scenes like this were of short duration. The screen, prominent in the foreground serves as a homemade partition between beds and affords a degree of privacy, inasmuch as entire families occupy a single room.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539633/opa-renditions/thumbnails/21-3007M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539612,description,0.0065496624,NA,"The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. Reversing the scenes of nearly three years ago when train after train brought more than 11,000 evacuees from the West coast, Heart Mountain residents now are bidding goodbye to friends and neigbors as they return to their homes or depart for new homes and work throughtout the nation. This scene taken at a recent departure shows the largest group to date to be taken away from their wartime home. Four to six coaches have been leaving the Heart Mountain Center weekly for Billings, Montana, where they connect with the mainliners both east and west.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539612/opa-renditions/thumbnails/21-2986M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539490,description,0.0065496624,NA,"The full caption for this photograph reads: Minidoka Relocation Center, Hunt, Idaho. Norakuro band. This is called a harmonica band although harmonicas are augmented by an equal number of other instruments. The organization including the name is patterned after Borrah Minnevitch's Harmonica Rascals. The band plays for center dances and is very popular. They play both American and Japanese music, often putting Japanese lyrics to American music. Roy Matsunaga, right, with baton, formerly of Portland, Oregon is leader.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539490/opa-renditions/thumbnails/20-1444M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539494,description,0.0065496624,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. There aren't any Christmas trees for the barracks room homes of these children in a Relocation Center. A Granada merchant, a former evacuee, provided each mess hall in the center with a tree, and so these children have made paper trimmings for the block community tree. Churches all over the country sent toys and gifts to the ten relocation centers, and some of these will be under this tree to make Christmas real for these children of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539494/opa-renditions/thumbnails/21-2882M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539496,description,0.0065496624,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Granada Relocation Center, Amache, Colorado. The youngest member in the family of Joe Akashoshi, formerly of San Jose, California, who now lives at the Granada Relocation Center, isn't quite sure that this is what Santa Claus brought him. Christmas to the children of evacuees from Relocation Centers didn't include a tree in their own barracks room homes, but there was a tree at each block mess hall, and at the childrens party on Christmas Eve there was a Santa Claus and presents for all. Many of these were sent to the centers by Churches througout the country.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539496/opa-renditions/thumbnails/21-2884M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539359,description,0.0065496624,"Parker, Tom","The full caption for this photograph reads: Jerome Relocation Center, Denson, Arkansas. A pattern making class in the adult education division of the Jerome Center schools. Housewives and mothers swelled the rolls of all adult classes that teach subjects which will contribute to the comfort of center living, for themselves and their families. These include pattern making, sewing, art and craft, interior decoration, etc. The women shown, are learning to design their own clothing, and prepare their own patterns. Instructors are chiefly qualified center residents, former west coast persons of Japanese ancestry.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539359/opa-renditions/thumbnails/21-2756M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539219,description,0.0065496624,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. In the press room of the Cody Enterprise, Bill Hosokawa, Editor of the Sentinel, Heart Mountain Relocation Center newspaper, knocks out correction slugs on the linotype machine. Bill, a conscientious editor, sees that his paper gets to press without error. He sets type, operates the linotype machine, pulls proof, prepares makeup and blocks forms ready for the press. Bulk linotype setting and press work is performed by Enterprise workers under contract. Bill, a former foreign correspondent and Washington U. graduate and west coast newpaper man, performs all of the press room tasks.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539219/opa-renditions/thumbnails/21-2616M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539627,description,0.006545225,"Mace, Charles E., photographer","The full caption for this photograph reads: Closing of the Jerome Relocation Center, Denson, Arkansas. ""Here we go agian!"" A typical truck load of Japanese American residents of the Jerome Relocation Center await at the camp's entrance to be loaded on a train and moved to the Gila River Center in Arkansas. With the closing of Jerome, the evacuees are being sent in groups of 500 to one or another of the remaining centers. This is the third move for these people since they were compelled to leave their homes on the west coast. It is the where and when and how of the next move that occupies their thoughts and is constantly reflected in their faces.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539627/opa-renditions/thumbnails/21-3001M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539283,description,0.006545225,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. Members of the staff and volunteer helpers reassemble a privately owned Japanese typewriter to be used for the Japanese languge edition of the Heart Mountain Sentinel, Center newspaper. The paper is wrapped around the rubber cylinder, the typist pushes the roller riding platten over the bed of type. After picking the next character, a lever is operated which picks up the type, presses it against the paper and replaces it in its niche. Complicated in appearance and operation, due to the short hand characteristics of Japanese writing, the advance of thought is nearly equal in speed to a standard English typwriter.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539283/opa-renditions/thumbnails/21-2680M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539248,description,0.006545225,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. This complicated looking gadget is a Japanese typewriter, the private property of a resident of Japanese ancestry at the Heart Mountain Relocation Center. The machine, loaned to the center newspaper for its Japanese section which is printed for the purpose of informing those residents unable to read English, is here being assembled by Sentinel staff members. The paper is wound on the round drum, which operates on rollers over the type bed, spotted over the required character, an arm picks the metal slug from the bed, presses it against the paper and returns it to its niche. Due to the short hand character of Japanese printing, the typewriter is nearly equal in speed in conveying thoughts as a standard English typewriter.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539248/opa-renditions/thumbnails/21-2645M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
539221,description,0.006545225,"Parker, Tom","The full caption for this photograph reads: Heart Mountain Relocation Center, Heart Mountain, Wyoming. In the press room of the Cody Enterprise, Bill Hosokawa, Editor of the Sentinel, Heart Mountain Relocation Center newspaper, grabs the first sheet off the press and scans it for errors. Press work on the Sentinel is done under contract by Enterprise printers. Bill, as editor, prepares the makeup, reads proof, sets type, makes corrections, operates the linotype and locks the forms ready for the press. A Washington U. graduate and former foreign correspondent and west coast reporter, Hosokawa is also an experienced printer and assumes, single handed, the task of seeing that his 8 page tabloid newspaper comes off the press as a first rate sheet.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539221/opa-renditions/thumbnails/21-2618M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
537095,description,0.006545225,"Stewart, Francis, War Relocation Authority photographer","The full caption for this photograph reads: Gila River Relocation Center, Rivers, Arizona. Roy Katsura and Haruo Yoshimoto (L. to R.) check the superstructure of one of the model ships before the final assembly is completed. These model ships are used by the Navy in a training program and are constructed by Japanese-American craftsmen who wish to do their part in defeating the sons of the Rising Sun. Roy Katsura studied radio broadcasting operation in the National Trade School in Los Angeles, California, prior to evacuation. He had had no previous experience in model making but his ability to use his hands made the training period brief. Haruo Yoshimoto, prior to evacuation, was a farm worker from Fowler, California, and had no previous experience in model making.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/537095/opa-renditions/thumbnails/20-2544M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
6922130,description,0.0064937505,NA,"This interview discusses the need for improvement including faculty commitment, encouraging students to further their education, and parent-teacher relations.",Textual Records,NA,NA,NA,NA,NA,NA,NA,"National Archives Building - Archives I (Washington, DC)","NA"
539842,description,0.0064760013,"Iwasaki, Hikaru, 1923-","The full caption for this photograph reads: Gila River Relocation Center, Rivers, Arizona. On September 15, two weeks before the Canal Camp at Rivers, Arizona, was to close, only 635 people remained and 370 of these had bus or train reservations for the following week (the Canal Camp once had more than 5,000 residents). Most of the people are going out by special Greyhound buses. Their property, crated for freight shipment, is picked up at their homes and stored in project warehouses until it is loaded on the heavy trucking vans. Before the relocators leave the Center they secure their travel vouchers and their ration books from the Leave Office and get their special Relocation Grant from the Agent Cashier. Farm machinery, once used in the production of vegetables and melons for Gila and other centers, now is assembled ready to be moved from the Center. All the livestock is gone and buildings and fences are being torn down.
",Photographs and other Graphic Materials,NA,Central Photographic File of the War Relocation Authority,1942,1945,Department of the Interior. War Relocation Authority. 2/16/1944-6/30/1946,https://catalog.archives.gov/OpaAPI/media/539842/opa-renditions/thumbnails/22-0129M.TIF-thumb.jpg,210,"National Archives at College Park - Archives II (College Park, MD)","NA"
